school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
00350377,2010.0,5.0,10.0,0.0,0.0,5.0,10.0,31.0,61.0,15.0,29.0,51.0,52.5,36.0,47.0,6.0,11.0,0.0,0.0,6.0,11.0,12.0,22.0,37.0,67.0,55.0,40.0,47.0,54.0,5.0,10.0,1.0,2.0,4.0,8.0,20.0,38.0,27.0,52.0,52.0,44.7,55.0,50.0,0,0,0,0,0,0,0,0,0
00350378,2010.0,15.0,12.0,3.0,2.0,12.0,10.0,45.0,36.0,65.0,52.0,125.0,51.0,26.0,110.0,17.0,11.0,1.0,1.0,16.0,10.0,38.0,24.0,101.0,65.0,156.0,46.0,54.5,124.0,21.0,11.0,4.0,2.0,17.0,9.0,53.0,30.0,105.0,59.0,179.0,51.7,56.5,142.0,0,0,0,0,0,0,0,0,0
00350380,2010.0,14.0,30.0,1.0,2.0,13.0,28.0,19.0,41.0,13.0,28.0,46.0,63.0,38.0,42.0,13.0,19.0,0.0,0.0,13.0,19.0,37.0,53.0,20.0,29.0,70.0,57.1,52.5,60.0,21.0,21.0,4.0,4.0,17.0,17.0,40.0,39.0,41.0,40.0,102.0,53.4,56.5,100.0,0,0,0,0,0,0,0,0,0
00350382,2010.0,12.0,80.0,7.0,47.0,5.0,33.0,0.0,0.0,3.0,20.0,15.0,85.0,,15.0,5.0,42.0,2.0,17.0,3.0,25.0,5.0,42.0,2.0,17.0,12.0,72.9,,11.0,4.0,28.0,1.0,7.0,3.0,21.0,6.0,43.0,4.0,29.0,14.0,58.9,,14.0,0,1,0,0,1,0,0,1,0
00350383,2010.0,47.0,25.0,10.0,5.0,37.0,20.0,64.0,34.0,78.0,41.0,189.0,58.7,42.0,161.0,22.0,10.0,1.0,0.0,21.0,10.0,65.0,32.0,115.0,57.0,202.0,45.5,31.0,180.0,26.0,12.0,5.0,2.0,21.0,10.0,76.0,37.0,106.0,51.0,208.0,47.0,51.0,191.0,0,0,0,0,0,0,0,0,0
00350426,2010.0,27.0,26.0,5.0,5.0,22.0,21.0,37.0,35.0,41.0,39.0,105.0,59.0,35.5,98.0,9.0,11.0,1.0,1.0,8.0,10.0,34.0,43.0,37.0,46.0,80.0,48.8,59.0,78.0,10.0,11.0,3.0,3.0,7.0,8.0,31.0,35.0,47.0,53.0,88.0,47.4,48.0,83.0,0,0,0,0,0,0,0,0,0
00350430,2010.0,68.0,36.0,17.0,9.0,51.0,27.0,69.0,36.0,55.0,29.0,192.0,63.9,47.0,187.0,56.0,39.0,5.0,3.0,51.0,36.0,54.0,38.0,33.0,23.0,143.0,68.5,68.0,131.0,48.0,55.0,22.0,25.0,26.0,30.0,21.0,24.0,19.0,22.0,88.0,75.3,79.5,72.0,0,0,0,0,0,0,0,0,0
00350445,2010.0,57.0,33.0,23.0,13.0,34.0,20.0,52.0,30.0,65.0,37.0,174.0,59.9,50.0,157.0,21.0,14.0,1.0,1.0,20.0,13.0,47.0,30.0,90.0,57.0,158.0,44.0,44.0,131.0,40.0,22.0,9.0,5.0,31.0,17.0,69.0,39.0,69.0,39.0,178.0,55.8,64.5,160.0,0,0,0,0,0,0,0,0,0
00350470,2010.0,79.0,36.0,20.0,9.0,59.0,27.0,60.0,28.0,77.0,36.0,216.0,63.8,38.0,184.0,37.0,25.0,0.0,0.0,37.0,25.0,65.0,45.0,44.0,30.0,146.0,59.8,54.0,135.0,51.0,30.0,12.0,7.0,39.0,23.0,52.0,31.0,63.0,38.0,166.0,58.0,45.0,153.0,0,0,0,0,0,0,0,0,0
00350485,2010.0,102.0,41.0,27.0,11.0,75.0,30.0,89.0,35.0,63.0,25.0,254.0,67.7,65.0,228.0,60.0,36.0,1.0,1.0,59.0,35.0,54.0,32.0,54.0,32.0,168.0,62.5,58.0,156.0,55.0,29.0,5.0,3.0,50.0,26.0,69.0,37.0,65.0,34.0,189.0,59.5,61.0,181.0,0,0,0,0,0,0,0,0,0
00350545,2010.0,,,,,,,,,,,,,,,238.0,79.0,49.0,16.0,189.0,63.0,57.0,19.0,6.0,2.0,301.0,92.3,45.0,220.0,185.0,69.0,60.0,22.0,125.0,47.0,76.0,28.0,6.0,2.0,267.0,87.7,50.5,260.0,1,1,1,0,0,0,0,0,0
00350560,2010.0,,,,,,,,,,,,,,,345.0,95.0,177.0,49.0,168.0,46.0,18.0,5.0,1.0,0.0,364.0,98.2,55.0,216.0,353.0,88.0,212.0,53.0,141.0,35.0,47.0,12.0,1.0,0.0,401.0,96.4,48.5,390.0,1,1,1,0,0,0,0,0,0
00350565,2010.0,100.0,71.0,51.0,36.0,49.0,35.0,29.0,20.0,13.0,9.0,142.0,86.1,55.5,142.0,30.0,38.0,1.0,1.0,29.0,37.0,24.0,31.0,24.0,31.0,78.0,65.1,43.0,75.0,16.0,27.0,5.0,8.0,11.0,19.0,25.0,42.0,18.0,31.0,59.0,60.6,27.0,54.0,0,0,0,0,0,0,0,0,0
00350575,2010.0,,,,,,,,,,,,,,,67.0,81.0,15.0,18.0,52.0,63.0,13.0,16.0,2.0,2.0,82.0,92.7,58.0,71.0,81.0,72.0,26.0,23.0,55.0,49.0,30.0,27.0,2.0,2.0,113.0,89.6,62.5,112.0,1,1,1,0,0,0,0,0,0
00350656,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00350657,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00350691,2010.0,15.0,41.0,4.0,11.0,11.0,30.0,13.0,35.0,9.0,24.0,37.0,67.6,47.0,31.0,11.0,50.0,0.0,0.0,11.0,50.0,10.0,45.0,1.0,5.0,22.0,76.1,48.5,22.0,7.0,30.0,1.0,4.0,6.0,26.0,13.0,57.0,3.0,13.0,23.0,71.7,57.0,22.0,0,0,0,0,0,0,0,0,0
00350750,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,12.0,75.0,,,1.0,6.0,0.0,0.0,1.0,6.0,2.0,11.0,15.0,83.0,18.0,68.1,,4.0,1.0,7.0,0.0,0.0,1.0,7.0,3.0,21.0,10.0,71.0,14.0,71.4,,3.0,0,1,1,0,1,0,0,1,0
00360325,2010.0,121.0,62.0,52.0,27.0,69.0,35.0,45.0,23.0,29.0,15.0,195.0,81.5,58.0,189.0,115.0,59.0,32.0,16.0,83.0,43.0,53.0,27.0,26.0,13.0,194.0,80.5,59.0,188.0,107.0,58.0,42.0,23.0,65.0,35.0,52.0,28.0,26.0,14.0,185.0,79.1,43.5,180.0,0,0,0,0,0,0,0,0,0
00370005,2010.0,71.0,90.0,49.0,62.0,22.0,28.0,5.0,6.0,3.0,4.0,79.0,96.8,47.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00380013,2010.0,122.0,85.0,73.0,51.0,49.0,34.0,19.0,13.0,3.0,2.0,144.0,93.6,50.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00390005,2010.0,39.0,72.0,17.0,31.0,22.0,41.0,15.0,28.0,0.0,0.0,54.0,91.2,83.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00400305,2010.0,199.0,82.0,104.0,43.0,95.0,39.0,29.0,12.0,14.0,6.0,242.0,94.3,74.5,228.0,167.0,76.0,48.0,22.0,119.0,54.0,48.0,22.0,5.0,2.0,220.0,91.4,63.0,213.0,166.0,67.0,77.0,31.0,89.0,36.0,68.0,28.0,12.0,5.0,246.0,87.9,56.0,241.0,0,0,0,0,0,0,0,0,0
00400310,2010.0,140.0,82.0,75.0,44.0,65.0,38.0,31.0,18.0,0.0,0.0,171.0,94.2,63.0,165.0,123.0,71.0,43.0,25.0,80.0,46.0,44.0,25.0,7.0,4.0,174.0,88.9,59.0,169.0,131.0,80.0,59.0,36.0,72.0,44.0,25.0,15.0,7.0,4.0,163.0,92.2,65.5,156.0,0,0,0,0,0,0,0,0,0
00430005,2010.0,47.0,84.0,28.0,50.0,19.0,34.0,6.0,11.0,3.0,5.0,56.0,92.0,80.5,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00440023,2010.0,58.0,60.0,22.0,23.0,36.0,37.0,32.0,33.0,7.0,7.0,97.0,83.0,73.0,94.0,58.0,59.0,6.0,6.0,52.0,53.0,29.0,29.0,12.0,12.0,99.0,80.8,51.5,98.0,42.0,46.0,13.0,14.0,29.0,32.0,43.0,47.0,7.0,8.0,92.0,77.7,53.0,86.0,0,0,0,0,0,0,0,0,0
00440078,2010.0,27.0,26.0,2.0,2.0,25.0,24.0,48.0,46.0,29.0,28.0,104.0,59.6,34.0,101.0,16.0,28.0,1.0,2.0,15.0,26.0,27.0,47.0,14.0,25.0,57.0,61.4,51.5,56.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
00440405,2010.0,15.0,12.0,4.0,3.0,11.0,9.0,25.0,20.0,86.0,68.0,126.0,42.9,24.5,100.0,16.0,10.0,0.0,0.0,16.0,10.0,40.0,26.0,99.0,64.0,155.0,42.9,37.5,118.0,52.0,21.0,10.0,4.0,42.0,17.0,70.0,28.0,125.0,51.0,247.0,53.0,36.0,213.0,0,0,0,0,0,0,0,0,0
00440410,2010.0,49.0,40.0,10.0,8.0,39.0,32.0,49.0,40.0,25.0,20.0,123.0,69.1,40.0,118.0,54.0,34.0,5.0,3.0,49.0,31.0,47.0,30.0,57.0,36.0,158.0,61.1,38.0,155.0,92.0,37.0,27.0,11.0,65.0,26.0,100.0,40.0,59.0,24.0,251.0,67.7,58.0,243.0,0,0,0,0,0,0,0,0,0
00440415,2010.0,72.0,45.0,29.0,18.0,43.0,27.0,55.0,34.0,34.0,21.0,161.0,74.4,60.5,150.0,59.0,36.0,8.0,5.0,51.0,31.0,65.0,40.0,40.0,24.0,164.0,67.1,47.0,159.0,53.0,31.0,11.0,6.0,42.0,25.0,58.0,34.0,59.0,35.0,170.0,63.2,37.5,160.0,0,0,0,0,0,0,0,0,0
00440420,2010.0,60.0,35.0,15.0,9.0,45.0,26.0,62.0,35.0,54.0,31.0,176.0,63.4,25.0,175.0,60.0,34.0,10.0,6.0,50.0,28.0,73.0,41.0,43.0,24.0,176.0,65.1,40.0,171.0,59.0,26.0,13.0,6.0,46.0,20.0,87.0,37.0,88.0,38.0,234.0,56.8,45.0,231.0,0,0,0,0,0,0,0,0,0
00440421,2010.0,53.0,39.0,19.0,14.0,34.0,25.0,38.0,28.0,43.0,32.0,134.0,67.9,38.0,115.0,44.0,33.0,3.0,2.0,41.0,31.0,60.0,46.0,27.0,21.0,131.0,72.7,44.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,22.0,88.0,25.0,48.0,,8.0,0,0,0,0,0,0,0,1,0
00440422,2010.0,99.0,50.0,40.0,20.0,59.0,30.0,43.0,22.0,57.0,29.0,199.0,69.3,22.0,193.0,77.0,47.0,10.0,6.0,67.0,41.0,47.0,29.0,40.0,24.0,164.0,71.2,26.0,161.0,82.0,62.0,38.0,29.0,44.0,33.0,24.0,18.0,27.0,20.0,133.0,77.4,33.5,126.0,0,0,0,0,0,0,0,0,0
00450005,2010.0,19.0,50.0,9.0,24.0,10.0,26.0,16.0,42.0,3.0,8.0,38.0,78.9,69.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00460005,2010.0,42.0,89.0,25.0,53.0,17.0,36.0,5.0,11.0,0.0,0.0,47.0,95.7,59.0,45.0,45.0,74.0,16.0,26.0,29.0,48.0,10.0,16.0,6.0,10.0,61.0,91.4,42.0,54.0,46.0,76.0,28.0,46.0,18.0,30.0,10.0,16.0,5.0,8.0,61.0,88.9,59.0,58.0,0,0,0,0,0,0,0,0,0
00460015,2010.0,50.0,85.0,39.0,66.0,11.0,19.0,6.0,10.0,3.0,5.0,59.0,92.4,86.0,57.0,63.0,83.0,28.0,37.0,35.0,46.0,11.0,14.0,2.0,3.0,76.0,93.4,77.0,73.0,56.0,85.0,43.0,65.0,13.0,20.0,8.0,12.0,2.0,3.0,66.0,93.2,61.5,62.0,0,0,0,0,0,0,0,0,0
00460020,2010.0,33.0,89.0,20.0,54.0,13.0,35.0,1.0,3.0,3.0,8.0,37.0,94.6,58.5,34.0,31.0,78.0,10.0,25.0,21.0,53.0,7.0,18.0,2.0,5.0,40.0,90.6,47.0,37.0,17.0,46.0,9.0,24.0,8.0,22.0,14.0,38.0,6.0,16.0,37.0,76.4,38.0,34.0,0,0,0,0,0,0,0,0,0
00460025,2010.0,30.0,91.0,21.0,64.0,9.0,27.0,3.0,9.0,0.0,0.0,33.0,97.7,53.0,31.0,38.0,93.0,23.0,56.0,15.0,37.0,3.0,7.0,0.0,0.0,41.0,98.2,82.0,39.0,30.0,89.0,23.0,68.0,7.0,21.0,2.0,6.0,2.0,6.0,34.0,93.4,64.5,32.0,0,0,0,0,0,0,0,0,0
00460030,2010.0,39.0,71.0,21.0,38.0,18.0,33.0,10.0,18.0,6.0,11.0,55.0,85.0,49.0,46.0,41.0,78.0,19.0,36.0,22.0,42.0,7.0,13.0,5.0,9.0,53.0,88.2,72.0,52.0,32.0,78.0,22.0,54.0,10.0,24.0,3.0,7.0,6.0,15.0,41.0,86.6,67.0,37.0,0,0,0,0,0,0,0,0,0
00460035,2010.0,46.0,73.0,30.0,48.0,16.0,25.0,13.0,21.0,4.0,6.0,63.0,87.7,42.5,60.0,27.0,82.0,10.0,30.0,17.0,52.0,5.0,15.0,1.0,3.0,33.0,93.9,74.0,32.0,31.0,74.0,20.0,48.0,11.0,26.0,6.0,14.0,5.0,12.0,42.0,88.1,42.0,37.0,0,0,0,0,0,0,0,0,0
00460040,2010.0,61.0,90.0,44.0,65.0,17.0,25.0,5.0,7.0,2.0,3.0,68.0,95.2,65.0,61.0,47.0,81.0,19.0,33.0,28.0,48.0,5.0,9.0,6.0,10.0,58.0,89.2,58.5,56.0,52.0,85.0,31.0,51.0,21.0,34.0,7.0,11.0,2.0,3.0,61.0,93.0,76.0,60.0,0,0,0,0,0,0,0,0,0
00460045,2010.0,45.0,85.0,25.0,47.0,20.0,38.0,7.0,13.0,1.0,2.0,53.0,95.3,71.0,49.0,41.0,74.0,16.0,29.0,25.0,45.0,9.0,16.0,5.0,9.0,55.0,90.0,54.0,49.0,25.0,66.0,14.0,37.0,11.0,29.0,7.0,18.0,6.0,16.0,38.0,80.3,34.0,36.0,0,0,0,0,0,0,0,0,0
00480303,2010.0,195.0,70.0,87.0,31.0,108.0,39.0,65.0,23.0,20.0,7.0,280.0,86.8,65.0,272.0,181.0,66.0,58.0,21.0,123.0,45.0,70.0,26.0,23.0,8.0,274.0,84.6,59.0,270.0,190.0,65.0,71.0,24.0,119.0,41.0,67.0,23.0,36.0,12.0,293.0,82.6,55.0,290.0,0,0,0,0,0,0,0,0,0
00490006,2010.0,11.0,55.0,6.0,30.0,5.0,25.0,7.0,35.0,2.0,10.0,20.0,77.5,26.0,20.0,13.0,59.0,4.0,18.0,9.0,41.0,7.0,32.0,2.0,9.0,22.0,78.4,58.0,22.0,8.0,40.0,3.0,15.0,5.0,25.0,8.0,40.0,4.0,20.0,20.0,71.3,26.5,20.0,0,0,0,0,0,0,0,0,0
00490305,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490310,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490315,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490320,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00500305,2010.0,171.0,70.0,101.0,41.0,70.0,29.0,53.0,22.0,20.0,8.0,244.0,86.3,51.0,237.0,146.0,59.0,35.0,14.0,111.0,45.0,62.0,25.0,37.0,15.0,245.0,80.1,39.0,238.0,151.0,70.0,78.0,36.0,73.0,34.0,46.0,21.0,18.0,8.0,215.0,86.4,49.0,213.0,0,0,0,0,0,0,0,0,0
00510025,2010.0,78.0,88.0,60.0,68.0,18.0,20.0,7.0,8.0,3.0,3.0,88.0,94.0,68.0,86.0,59.0,83.0,33.0,46.0,26.0,37.0,10.0,14.0,2.0,3.0,71.0,92.3,85.5,64.0,71.0,84.0,44.0,52.0,27.0,32.0,7.0,8.0,6.0,7.0,84.0,93.8,71.0,76.0,0,0,0,0,0,0,0,0,0
00520405,2010.0,82.0,58.0,33.0,23.0,49.0,35.0,41.0,29.0,18.0,13.0,141.0,80.0,42.0,135.0,64.0,45.0,7.0,5.0,57.0,40.0,48.0,34.0,29.0,21.0,141.0,70.9,52.0,140.0,98.0,64.0,43.0,28.0,55.0,36.0,41.0,27.0,15.0,10.0,154.0,83.0,70.0,151.0,0,0,0,0,0,0,0,0,0
00560305,2010.0,150.0,79.0,70.0,37.0,80.0,42.0,32.0,17.0,8.0,4.0,190.0,91.4,52.0,189.0,154.0,74.0,48.0,23.0,106.0,51.0,34.0,16.0,19.0,9.0,207.0,87.3,61.0,205.0,111.0,64.0,63.0,36.0,48.0,28.0,49.0,28.0,13.0,8.0,173.0,83.8,48.0,171.0,0,0,0,0,0,0,0,0,0
00560310,2010.0,182.0,72.0,106.0,42.0,76.0,30.0,55.0,22.0,14.0,6.0,251.0,88.5,70.0,246.0,162.0,71.0,55.0,24.0,107.0,47.0,50.0,22.0,18.0,8.0,230.0,85.7,57.0,227.0,135.0,62.0,64.0,29.0,71.0,33.0,56.0,26.0,26.0,12.0,217.0,81.5,30.0,213.0,0,0,0,0,0,0,0,0,0
00570045,2010.0,31.0,27.0,11.0,10.0,20.0,17.0,37.0,32.0,47.0,41.0,115.0,58.5,29.0,102.0,29.0,28.0,5.0,5.0,24.0,23.0,40.0,38.0,35.0,34.0,104.0,60.6,51.0,95.0,38.0,35.0,12.0,11.0,26.0,24.0,28.0,26.0,42.0,39.0,108.0,63.9,58.0,103.0,0,0,0,0,0,0,0,0,0
00570050,2010.0,72.0,50.0,23.0,16.0,49.0,34.0,51.0,35.0,23.0,16.0,146.0,76.9,47.0,143.0,61.0,46.0,8.0,6.0,53.0,40.0,44.0,34.0,26.0,20.0,131.0,72.5,46.0,129.0,66.0,54.0,22.0,18.0,44.0,36.0,40.0,33.0,17.0,14.0,123.0,79.1,73.5,118.0,0,0,0,0,0,0,0,0,0
00570055,2010.0,46.0,39.0,14.0,12.0,32.0,27.0,40.0,34.0,32.0,27.0,118.0,65.3,58.0,98.0,37.0,31.0,5.0,4.0,32.0,27.0,31.0,26.0,52.0,43.0,120.0,55.2,42.0,106.0,29.0,24.0,6.0,5.0,23.0,19.0,47.0,39.0,46.0,38.0,122.0,56.4,44.5,104.0,0,0,0,0,0,0,0,0,0
00610021,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00610305,2010.0,123.0,39.0,37.0,12.0,86.0,27.0,103.0,33.0,88.0,28.0,314.0,66.6,40.5,300.0,103.0,35.0,11.0,4.0,92.0,31.0,76.0,25.0,120.0,40.0,299.0,59.5,35.0,285.0,96.0,34.0,32.0,11.0,64.0,23.0,90.0,32.0,94.0,34.0,280.0,63.6,58.0,263.0,0,0,0,0,0,0,0,0,0
00610310,2010.0,107.0,47.0,34.0,15.0,73.0,32.0,75.0,33.0,45.0,20.0,227.0,73.0,46.0,213.0,89.0,44.0,24.0,12.0,65.0,32.0,72.0,35.0,43.0,21.0,204.0,70.5,59.0,192.0,100.0,48.0,41.0,20.0,59.0,28.0,74.0,35.0,36.0,17.0,210.0,73.6,65.0,203.0,0,0,0,0,0,0,0,0,0
00630010,2010.0,15.0,68.0,6.0,27.0,9.0,41.0,6.0,27.0,1.0,5.0,22.0,88.6,51.0,20.0,13.0,62.0,1.0,5.0,12.0,57.0,6.0,29.0,2.0,10.0,21.0,81.0,62.5,20.0,9.0,65.0,5.0,36.0,4.0,29.0,3.0,21.0,2.0,14.0,14.0,83.9,,14.0,0,0,0,0,0,0,0,1,0
00640305,2010.0,70.0,49.0,34.0,24.0,36.0,25.0,43.0,30.0,29.0,20.0,142.0,72.5,33.0,140.0,52.0,38.0,12.0,9.0,40.0,29.0,52.0,38.0,32.0,24.0,136.0,67.3,43.0,131.0,52.0,41.0,17.0,13.0,35.0,28.0,49.0,39.0,25.0,20.0,126.0,70.6,38.5,122.0,0,0,0,0,0,0,0,0,0
00650505,2010.0,103.0,86.0,63.0,53.0,40.0,33.0,15.0,13.0,2.0,2.0,120.0,94.6,48.5,118.0,81.0,84.0,28.0,29.0,53.0,55.0,12.0,12.0,4.0,4.0,97.0,92.8,74.0,93.0,86.0,81.0,47.0,44.0,39.0,37.0,16.0,15.0,4.0,4.0,106.0,92.5,44.0,105.0,0,0,0,0,0,0,0,0,0
00670305,2010.0,170.0,82.0,106.0,51.0,64.0,31.0,30.0,15.0,6.0,3.0,206.0,93.0,43.0,198.0,146.0,74.0,51.0,26.0,95.0,48.0,41.0,21.0,13.0,7.0,200.0,88.1,70.0,196.0,157.0,73.0,86.0,40.0,71.0,33.0,48.0,22.0,9.0,4.0,214.0,89.4,50.0,208.0,0,0,0,0,0,0,0,0,0
00680005,2010.0,22.0,76.0,9.0,31.0,13.0,45.0,5.0,17.0,2.0,7.0,29.0,87.9,45.5,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00710305,2010.0,162.0,58.0,57.0,20.0,105.0,38.0,79.0,28.0,39.0,14.0,280.0,79.5,40.0,266.0,226.0,67.0,58.0,17.0,168.0,50.0,76.0,23.0,35.0,10.0,337.0,85.9,73.0,319.0,148.0,53.0,67.0,24.0,81.0,29.0,94.0,33.0,39.0,14.0,281.0,77.5,58.5,276.0,0,0,0,0,0,0,0,0,0
00720050,2010.0,241.0,73.0,118.0,36.0,123.0,37.0,69.0,21.0,19.0,6.0,329.0,89.4,68.0,319.0,193.0,59.0,47.0,14.0,146.0,45.0,99.0,30.0,34.0,10.0,326.0,82.1,51.0,314.0,225.0,60.0,91.0,24.0,134.0,36.0,127.0,34.0,21.0,6.0,373.0,84.1,60.0,364.0,0,0,0,0,0,0,0,0,0
00730305,2010.0,139.0,66.0,52.0,25.0,87.0,41.0,48.0,23.0,25.0,12.0,212.0,84.1,45.0,204.0,98.0,50.0,24.0,12.0,74.0,38.0,65.0,33.0,32.0,16.0,195.0,77.7,35.0,188.0,122.0,51.0,41.0,17.0,81.0,34.0,84.0,35.0,32.0,13.0,238.0,78.0,56.0,230.0,0,0,0,0,0,0,0,0,0
00740015,2010.0,39.0,58.0,16.0,24.0,23.0,34.0,17.0,25.0,12.0,18.0,68.0,77.9,37.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00770100,2010.0,60.0,48.0,24.0,19.0,36.0,29.0,33.0,26.0,32.0,26.0,125.0,72.0,37.0,119.0,66.0,45.0,16.0,11.0,50.0,34.0,57.0,39.0,22.0,15.0,145.0,74.0,59.0,141.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
00770505,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,39.0,22.0,14.0,38.0,25.0,47.0,30.0,48.0,31.0,155.0,65.5,29.0,148.0,1,1,1,1,1,1,0,0,0
00790040,2010.0,181.0,54.0,58.0,17.0,123.0,37.0,100.0,30.0,53.0,16.0,334.0,77.8,43.0,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
00790410,2010.0,,,,,,,,,,,,,,,150.0,44.0,24.0,7.0,126.0,37.0,123.0,36.0,65.0,19.0,338.0,71.7,33.5,322.0,131.0,34.0,35.0,9.0,96.0,25.0,140.0,37.0,111.0,29.0,382.0,64.5,25.5,370.0,1,1,1,0,0,0,0,0,0
00820305,2010.0,236.0,85.0,123.0,44.0,113.0,41.0,42.0,15.0,0.0,0.0,278.0,95.1,68.0,275.0,196.0,70.0,41.0,15.0,155.0,55.0,63.0,22.0,23.0,8.0,282.0,86.3,37.5,278.0,163.0,72.0,77.0,34.0,86.0,38.0,58.0,25.0,7.0,3.0,228.0,88.6,34.0,217.0,0,0,0,0,0,0,0,0,0
00830010,2010.0,143.0,81.0,70.0,40.0,73.0,41.0,27.0,15.0,6.0,3.0,176.0,92.6,79.5,174.0,141.0,73.0,37.0,19.0,104.0,54.0,45.0,23.0,7.0,4.0,193.0,89.4,57.0,191.0,139.0,61.0,39.0,17.0,100.0,44.0,69.0,31.0,18.0,8.0,226.0,84.5,48.0,222.0,0,0,0,0,0,0,0,0,0
00860305,2010.0,55.0,46.0,12.0,10.0,43.0,36.0,42.0,35.0,23.0,19.0,120.0,73.5,33.5,112.0,57.0,52.0,15.0,14.0,42.0,38.0,37.0,33.0,17.0,15.0,111.0,78.4,51.0,106.0,51.0,42.0,23.0,19.0,28.0,23.0,35.0,29.0,36.0,30.0,122.0,68.0,45.5,116.0,0,0,0,0,0,0,0,0,0
00870305,2010.0,141.0,62.0,52.0,23.0,89.0,39.0,64.0,28.0,22.0,10.0,227.0,83.0,42.0,222.0,125.0,56.0,25.0,11.0,100.0,45.0,68.0,30.0,30.0,13.0,223.0,79.1,42.0,219.0,112.0,55.0,31.0,15.0,81.0,40.0,63.0,31.0,29.0,14.0,204.0,79.4,40.0,199.0,0,0,0,0,0,0,0,0,0
00880405,2010.0,226.0,78.0,133.0,46.0,93.0,32.0,47.0,16.0,16.0,6.0,289.0,90.3,55.0,284.0,218.0,71.0,56.0,18.0,162.0,53.0,69.0,22.0,20.0,7.0,307.0,87.9,55.0,303.0,230.0,72.0,117.0,37.0,113.0,35.0,71.0,22.0,19.0,6.0,320.0,88.0,51.0,311.0,0,0,0,0,0,0,0,0,0
00890005,2010.0,25.0,59.0,8.0,19.0,17.0,40.0,10.0,24.0,7.0,17.0,42.0,81.5,39.0,37.0,23.0,66.0,6.0,17.0,17.0,49.0,8.0,23.0,4.0,11.0,35.0,85.7,68.0,29.0,15.0,47.0,7.0,22.0,8.0,25.0,15.0,47.0,2.0,6.0,32.0,77.3,81.0,29.0,0,0,0,0,0,0,0,0,0
